"hgnc_id"	"symbol"	"name"	"alias_symbol"	"prev_symbol"	"locus_group"
"HGNC:1611"	"ACKR4"	"atypical chemokine receptor 4"	"CCR11|CCBP2|VSHK1|CCX-CKR|PPR1"	"CCRL1"	"protein-coding gene"
"HGNC:21142"	"ACKR4P1"	"ACKR4 pseudogene 1"	"dJ509I19.4"	"CCRL1P|CCRL1P1"	"pseudogene"
"HGNC:13708"	"ACKR5"	"atypical chemokine receptor 5"	"hrhAMR|G10D|AM-R"	"ADMR|GPR182"	"protein-coding gene"
"HGNC:115"	"ACLY"	"ATP citrate lyase"	"ATPCL|CLATP|ACL"	""	"protein-coding gene"
"HGNC:19288"	"ACMSD"	"aminocarboxymuconate semialdehyde decarboxylase"	""	""	"protein-coding gene"
"HGNC:34504"	"ACNATP"	"acyl-CoA:amino acid N-acyltransferase, pseudogene"	""	"BAATP1"	"pseudogene"
"HGNC:117"	"ACO1"	"aconitase 1"	"IRP1|IREBP"	"IREB1"	"protein-coding gene"
"HGNC:118"	"ACO2"	"aconitase 2"	"ACONM"	""	"protein-coding gene"
"HGNC:56989"	"ACO2P1"	"ACO2 pseudogene 1"	""	""	"pseudogene"
"HGNC:56990"	"ACO2P2"	"ACO2 pseudogene 2"	""	""	"pseudogene"
"HGNC:33904"	"ACOD1"	"aconitate decarboxylase 1"	"CAD"	"IRG1"	"protein-coding gene"
"HGNC:33128"	"ACOT1"	"acyl-CoA thioesterase 1"	"ACH2|CTE-1|LACH2"	""	"protein-coding gene"
"HGNC:18431"	"ACOT2"	"acyl-CoA thioesterase 2"	"Mte1|ZAP128"	""	"protein-coding gene"
"HGNC:19748"	"ACOT4"	"acyl-CoA thioesterase 4"	"FLJ31235|PTE-Ib|PTE2B"	""	"protein-coding gene"
"HGNC:58578"	"ACOT4P1"	"ACOT4 pseudogene 1"	""	""	"pseudogene"
"HGNC:33159"	"ACOT6"	"acyl-CoA thioesterase 6"	""	"C14orf42"	"protein-coding gene"
"HGNC:24157"	"ACOT7"	"acyl-CoA thioesterase 7"	"BACH|ACH1|ACT|CTE-II|LACH1|MGC1126|hBACH"	""	"protein-coding gene"
"HGNC:15919"	"ACOT8"	"acyl-CoA thioesterase 8"	"hACTE-III|hTE|PTE-2|NAP1"	"PTE1"	"protein-coding gene"
"HGNC:17152"	"ACOT9"	"acyl-CoA thioesterase 9"	"CGI-16|MT-ACT48|ACATE2"	""	"protein-coding gene"
"HGNC:18156"	"ACOT11"	"acyl-CoA thioesterase 11"	"STARD14|BFIT|KIAA0707|BFIT1|THEM1"	"THEA"	"protein-coding gene"
"HGNC:24436"	"ACOT12"	"acyl-CoA thioesterase 12"	"Cach|THEAL|STARD15"	""	"protein-coding gene"
"HGNC:59089"	"ACOT12-DT"	"ACOT12 divergent transcript"	""	""	"non-coding RNA"
"HGNC:20999"	"ACOT13"	"acyl-CoA thioesterase 13"	"HT012"	"THEM2"	"protein-coding gene"
"HGNC:119"	"ACOX1"	"acyl-CoA oxidase 1"	"PALMCOX"	""	"protein-coding gene"
"HGNC:120"	"ACOX2"	"acyl-CoA oxidase 2"	"BRCACOX|BRCOX|THCCox"	""	"protein-coding gene"
"HGNC:121"	"ACOX3"	"acyl-CoA oxidase 3, pristanoyl"	""	""	"protein-coding gene"
"HGNC:25621"	"ACOXL"	"acyl-CoA oxidase like"	"FLJ11042|ACOX4"	""	"protein-coding gene"
"HGNC:41112"	"ACOXL-AS1"	"ACOXL antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:122"	"ACP1"	"acid phosphatase 1"	"HAAP|LMW-PTP|LMWPTP"	""	"protein-coding gene"
"HGNC:123"	"ACP2"	"acid phosphatase 2, lysosomal"	"LAP"	""	"protein-coding gene"
"HGNC:125"	"ACP3"	"acid phosphatase 3"	"ACP-3|PAP|TM-PAP"	"ACPP"	"protein-coding gene"
"HGNC:14376"	"ACP4"	"acid phosphatase 4"	""	"ACPT"	"protein-coding gene"
"HGNC:124"	"ACP5"	"acid phosphatase 5, tartrate resistant"	"TRAP|HPAP|TRAcP"	""	"protein-coding gene"
"HGNC:29609"	"ACP6"	"acid phosphatase 6, lysophosphatidic"	"LPAP|ACPL1"	""	"protein-coding gene"
"HGNC:33781"	"ACP7"	"acid phosphatase 7, tartrate resistant (putative)"	"FLJ16165|PAPL1|PAPL"	""	"protein-coding gene"
"HGNC:126"	"ACR"	"acrosin"	""	""	"protein-coding gene"
"HGNC:17195"	"ACRBP"	"acrosin binding protein"	"SP32|OY-TES-1|CT23"	""	"protein-coding gene"
"HGNC:54745"	"ACRP1"	"ACR pseudogene 1"	""	""	"pseudogene"
"HGNC:127"	"ACRV1"	"acrosomal vesicle protein 1"	"SPACA2|SP-10|D11S4365"	""	"protein-coding gene"
"HGNC:29567"	"ACSBG1"	"acyl-CoA synthetase bubblegum family member 1"	"BGM|FLJ30320|MGC14352|BG1|KIAA0631|hBG1|hsBG"	""	"protein-coding gene"
"HGNC:24174"	"ACSBG2"	"acyl-CoA synthetase bubblegum family member 2"	"BGR|PRTD-NY3|DKFZp434K1635"	""	"protein-coding gene"
"HGNC:59199"	"ACSBG3P"	"acyl-CoA synthetase bubblegum family member 3, pseudogene"	""	""	"pseudogene"
"HGNC:26101"	"ACSF2"	"acyl-CoA synthetase family member 2"	"FLJ20920|ACSMW"	""	"protein-coding gene"
"HGNC:27288"	"ACSF3"	"acyl-CoA synthetase family member 3"	""	""	"protein-coding gene"
"HGNC:3569"	"ACSL1"	"acyl-CoA synthetase long chain family member 1"	"LACS2|LACS|ACS1|LACS1|FACL1"	"FACL2"	"protein-coding gene"
"HGNC:58916"	"ACSL1-DT"	"ACSL1 divergent transcript"	""	""	"non-coding RNA"
"HGNC:3570"	"ACSL3"	"acyl-CoA synthetase long chain family member 3"	"ACS3|PRO2194"	"FACL3"	"protein-coding gene"
"HGNC:40227"	"ACSL3-AS1"	"ACSL3 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:56529"	"ACSL3P1"	"ACSL3 pseudogene 1"	""	""	"pseudogene"
"HGNC:3571"	"ACSL4"	"acyl-CoA synthetase long chain family member 4"	"ACS4|LACS4"	"FACL4|MRX63|MRX68"	"protein-coding gene"
"HGNC:16526"	"ACSL5"	"acyl-CoA synthetase long chain family member 5"	"ACS5|ACS2"	"FACL5"	"protein-coding gene"
"HGNC:16496"	"ACSL6"	"acyl-CoA synthetase long chain family member 6"	"KIAA0837|ACS2|LACS5|LACS2"	"FACL6"	"protein-coding gene"
"HGNC:40772"	"ACSL6-AS1"	"ACSL6 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:40773"	"ACSL6-AS2"	"ACSL6 antisense RNA 2"	""	""	"non-coding RNA"
"HGNC:18049"	"ACSM1"	"acyl-CoA synthetase medium chain family member 1"	"MACS1"	"BUCS1"	"protein-coding gene"
"HGNC:32017"	"ACSM2A"	"acyl-CoA synthetase medium chain family member 2A"	"A-923A4.1|MGC150530"	"ACSM2"	"protein-coding gene"
"HGNC:30931"	"ACSM2B"	"acyl-CoA synthetase medium chain family member 2B"	"HXMA|HYST1046"	"ACSM2"	"protein-coding gene"
"HGNC:10522"	"ACSM3"	"acyl-CoA synthetase medium chain family member 3"	"SA"	"SAH"	"protein-coding gene"
"HGNC:32016"	"ACSM4"	"acyl-CoA synthetase medium chain family member 4"	""	""	"protein-coding gene"
"HGNC:26060"	"ACSM5"	"acyl-CoA synthetase medium chain family member 5"	"FLJ20581"	""	"protein-coding gene"
"HGNC:51295"	"ACSM5P1"	"acyl-CoA synthetase medium chain family member 5 pseudogene 1"	""	""	"pseudogene"
"HGNC:31665"	"ACSM6"	"acyl-CoA synthetase medium chain family member 6"	"bA310E22.3"	"C10orf129"	"protein-coding gene"
"HGNC:16091"	"ACSS1"	"acyl-CoA synthetase short chain family member 1"	"dJ568C11.3|AceCS2L|MGC33843"	"ACAS2L"	"protein-coding gene"
"HGNC:15814"	"ACSS2"	"acyl-CoA synthetase short chain family member 2"	"ACS|ACSA|AceCS|dJ1161H23.1"	"ACAS2"	"protein-coding gene"
"HGNC:24723"	"ACSS3"	"acyl-CoA synthetase short chain family member 3"	"FLJ21963"	""	"protein-coding gene"
"HGNC:58286"	"ACSS3-AS1"	"ACSS3 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:129"	"ACTA1"	"actin alpha 1, skeletal muscle"	"NEM3"	"ACTA"	"protein-coding gene"
"HGNC:130"	"ACTA2"	"actin alpha 2, smooth muscle"	"ACTSA"	""	"protein-coding gene"
"HGNC:45169"	"ACTA2-AS1"	"ACTA2 antisense RNA 1"	"uc001kfo.1|ZXF1|UC001kfo"	""	"non-coding RNA"
"HGNC:132"	"ACTB"	"actin beta"	""	""	"protein-coding gene"
"HGNC:17780"	"ACTBL2"	"actin beta like 2"	"DKFZp686D0972"	""	"protein-coding gene"
"HGNC:134"	"ACTBP1"	"ACTB pseudogene 1"	""	""	"pseudogene"
"HGNC:135"	"ACTBP2"	"ACTB pseudogene 2"	""	""	"pseudogene"
"HGNC:136"	"ACTBP3"	"ACTB pseudogene 3"	""	""	"pseudogene"
"HGNC:137"	"ACTBP4"	"ACTB pseudogene 4"	""	""	"pseudogene"
"HGNC:139"	"ACTBP6"	"ACTB pseudogene 6"	""	""	"pseudogene"
"HGNC:140"	"ACTBP7"	"ACTB pseudogene 7"	""	""	"pseudogene"
"HGNC:141"	"ACTBP8"	"ACTB pseudogene 8"	"ACTBP2"	""	"pseudogene"
"HGNC:142"	"ACTBP9"	"ACTB pseudogene 9"	""	""	"pseudogene"
"HGNC:31819"	"ACTBP10"	"ACTB pseudogene 10"	""	""	"pseudogene"
"HGNC:33971"	"ACTBP11"	"ACTB pseudogene 11"	""	""	"pseudogene"
"HGNC:150"	"ACTBP12"	"ACTB pseudogene 12"	""	"ACTGP5"	"pseudogene"
"HGNC:45086"	"ACTBP14"	"ACTB pseudogene 14"	""	""	"pseudogene"
"HGNC:55065"	"ACTBP15"	"ACTB pseudogene 15"	""	""	"pseudogene"
"HGNC:56590"	"ACTBP16"	"ACTB pseudogene 16"	""	""	"pseudogene"
"HGNC:143"	"ACTC1"	"actin alpha cardiac muscle 1"	"CMD1R"	"ACTC"	"protein-coding gene"
"HGNC:51491"	"ACTE1P"	"actin epsilon 1, pseudogene"	""	""	"pseudogene"
"HGNC:144"	"ACTG1"	"actin gamma 1"	""	"ACTG|DFNA20|DFNA26"	"protein-coding gene"
"HGNC:146"	"ACTG1P1"	"actin gamma 1 pseudogene 1"	""	"ACTGP1|ACT1GP1"	"pseudogene"
"HGNC:147"	"ACTG1P2"	"actin gamma 1 pseudogene 2"	""	"ACTL2|ACTGP2"	"pseudogene"
"HGNC:148"	"ACTG1P3"	"actin gamma 1 pseudogene 3"	""	"ACTGP3"	"pseudogene"
"HGNC:149"	"ACTG1P4"	"actin gamma 1 pseudogene 4"	""	"ACTGP4"	"pseudogene"
"HGNC:151"	"ACTG1P6"	"actin gamma 1 pseudogene 6"	""	"ACTGP6"	"pseudogene"
"HGNC:152"	"ACTG1P7"	"actin gamma 1 pseudogene 7"	""	"ACTGP7"	"pseudogene"
"HGNC:153"	"ACTG1P8"	"actin gamma 1 pseudogene 8"	""	"ACTGP8"	"pseudogene"
"HGNC:154"	"ACTG1P9"	"actin gamma 1 pseudogene 9"	""	"ACTGP9"	"pseudogene"
"HGNC:155"	"ACTG1P10"	"actin gamma 1 pseudogene 10"	""	"ACTL1|ACTGP10"	"pseudogene"
"HGNC:37651"	"ACTG1P11"	"actin gamma 1 pseudogene 11"	""	""	"pseudogene"
"HGNC:44496"	"ACTG1P12"	"actin gamma 1 pseudogene 12"	""	""	"pseudogene"
"HGNC:49058"	"ACTG1P13"	"actin gamma 1 pseudogene 13"	""	""	"pseudogene"
"HGNC:49751"	"ACTG1P14"	"actin gamma 1 pseudogene 14"	""	""	"pseudogene"
"HGNC:51495"	"ACTG1P15"	"actin gamma 1 pseudogene 15"	""	""	"pseudogene"
"HGNC:51496"	"ACTG1P16"	"actin gamma 1 pseudogene 16"	""	""	"pseudogene"
"HGNC:51497"	"ACTG1P17"	"actin gamma 1 pseudogene 17"	""	""	"pseudogene"
"HGNC:51498"	"ACTG1P18"	"actin gamma 1 pseudogene 18"	""	""	"pseudogene"
"HGNC:51499"	"ACTG1P19"	"actin gamma 1 pseudogene 19"	""	""	"pseudogene"
"HGNC:51500"	"ACTG1P20"	"actin gamma 1 pseudogene 20"	""	""	"pseudogene"
"HGNC:51501"	"ACTG1P21"	"actin gamma 1 pseudogene 21"	""	""	"pseudogene"
"HGNC:51502"	"ACTG1P22"	"actin gamma 1 pseudogene 22"	""	""	"pseudogene"
"HGNC:51503"	"ACTG1P23"	"actin gamma 1 pseudogene 23"	""	""	"pseudogene"
"HGNC:49661"	"ACTG1P24"	"actin gamma 1 pseudogene 24"	""	"POTENP"	"pseudogene"
"HGNC:54872"	"ACTG1P25"	"actin gamma 1 pseudogene 25"	"AGPG"	""	"pseudogene"
"HGNC:145"	"ACTG2"	"actin gamma 2, smooth muscle"	"ACTSG"	"ACTL3|ACTA3"	"protein-coding gene"
"HGNC:24124"	"ACTL6A"	"actin like 6A"	"Actl6|BAF53A|Arp4|Baf53a|INO80K|SMARCN1"	""	"protein-coding gene"
"HGNC:58683"	"ACTL6A-AS1"	"ACTL6A antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:160"	"ACTL6B"	"actin like 6B"	"BAF53B|SMARCN2"	"ACTL6"	"protein-coding gene"
"HGNC:161"	"ACTL7A"	"actin like 7A"	""	""	"protein-coding gene"
"HGNC:162"	"ACTL7B"	"actin like 7B"	"Tact1"	""	"protein-coding gene"
"HGNC:24018"	"ACTL8"	"actin like 8"	"CT57"	""	"protein-coding gene"
"HGNC:28494"	"ACTL9"	"actin like 9"	"MGC33407"	""	"protein-coding gene"
"HGNC:16127"	"ACTL10"	"actin like 10"	""	"C20orf134"	"protein-coding gene"
"HGNC:44626"	"ACTL11P"	"actin like 11, pseudogene"	""	"ACTBP13"	"pseudogene"
"HGNC:24758"	"ACTMAP"	"actin maturation protease"	"FLJ41131"	"C19orf54"	"protein-coding gene"
"HGNC:163"	"ACTN1"	"actinin alpha 1"	""	""	"protein-coding gene"
"HGNC:20131"	"ACTN1-DT"	"ACTN1 divergent transcript"	""	"C14orf84|ACTN1-AS1"	"non-coding RNA"
"HGNC:164"	"ACTN2"	"actinin alpha 2"	""	""	"protein-coding gene"
"HGNC:165"	"ACTN3"	"actinin alpha 3"	""	""	"protein-coding gene"
"HGNC:58248"	"ACTN3-AS1"	"ACTN3 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:166"	"ACTN4"	"actinin alpha 4"	""	"FSGS1"	"protein-coding gene"
"HGNC:58572"	"ACTN4-AS1"	"ACTN4 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:44028"	"ACTN4P1"	"actinin alpha 4 pseudogene 1"	""	""	"pseudogene"
"HGNC:44032"	"ACTN4P2"	"actinin alpha 4 pseudogene 2"	""	""	"pseudogene"
"HGNC:51621"	"ACTP1"	"actin family pseudogene 1"	""	""	"pseudogene"
"HGNC:167"	"ACTR1A"	"actin related protein 1A"	"ARP1|Arp1A"	""	"protein-coding gene"
"HGNC:54703"	"ACTR1AP1"	"ACTR1A pseudogene 1"	""	""	"pseudogene"
"HGNC:168"	"ACTR1B"	"actin related protein 1B"	"Arp1B"	"CTRN2"	"protein-coding gene"
"HGNC:169"	"ACTR2"	"actin related protein 2"	"ARP2"	""	"protein-coding gene"
"HGNC:56978"	"ACTR2P1"	"ACTR2 pseudogene 1"	""	""	"pseudogene"
"HGNC:57006"	"ACTR2P2"	"ACTR2 pseudogene 2"	""	""	"pseudogene"
"HGNC:170"	"ACTR3"	"actin related protein 3"	"ARP3"	""	"protein-coding gene"
"HGNC:53965"	"ACTR3-AS1"	"ACTR3 antisense RNA 1"	"AC104653.1"	""	"non-coding RNA"
"HGNC:17256"	"ACTR3B"	"actin related protein 3B"	"ARP11|ARP3beta"	""	"protein-coding gene"
"HGNC:37724"	"ACTR3BP1"	"ACTR3B pseudogene 1"	""	""	"pseudogene"
"HGNC:38677"	"ACTR3BP2"	"ACTR3B pseudogene 2"	"FKSG73"	""	"pseudogene"
"HGNC:38678"	"ACTR3BP3"	"ACTR3B pseudogene 3"	""	""	"pseudogene"
"HGNC:38681"	"ACTR3BP4"	"ACTR3B pseudogene 4"	""	""	"pseudogene"
"HGNC:38682"	"ACTR3BP5"	"ACTR3B pseudogene 5"	""	""	"pseudogene"
"HGNC:38683"	"ACTR3BP6"	"ACTR3B pseudogene 6"	""	""	"pseudogene"
"HGNC:54971"	"ACTR3BP7"	"ACTR3B pseudogene 7"	""	""	"pseudogene"
"HGNC:37282"	"ACTR3C"	"actin related protein 3C"	"ARP11"	""	"protein-coding gene"
"HGNC:31820"	"ACTR3P1"	"ACTR3 pseudogene 1"	""	""	"pseudogene"
"HGNC:38676"	"ACTR3P2"	"ACTR3 pseudogene 2"	""	""	"pseudogene"
"HGNC:38679"	"ACTR3P3"	"ACTR3 pseudogene 3"	""	""	"pseudogene"
"HGNC:14671"	"ACTR5"	"actin related protein 5"	"FLJ12785|Arp5|INO80M"	""	"protein-coding gene"
"HGNC:24025"	"ACTR6"	"actin related protein 6"	"ARP6|FLJ13433"	""	"protein-coding gene"
"HGNC:44210"	"ACTR6P1"	"ACTR6 pseudogene 1"	""	""	"pseudogene"
"HGNC:14672"	"ACTR8"	"actin related protein 8"	"INO80N|ARP8"	""	"protein-coding gene"
"HGNC:17372"	"ACTR10"	"actin related protein 10"	"HARP11|ACTR11|Arp11|Arp10"	""	"protein-coding gene"
"HGNC:24027"	"ACTRT1"	"actin related protein T1"	"AIP1|KIAA0705|ARIP1|Arp-T1"	""	"protein-coding gene"
"HGNC:55127"	"ACTRT1P1"	"ACTRT1 pseudogene 1"	""	""	"pseudogene"
"HGNC:24026"	"ACTRT2"	"actin related protein T2"	"Arp-T2|ARPM2|FLJ25424"	""	"protein-coding gene"
"HGNC:24022"	"ACTRT3"	"actin related protein T3"	"ARPM1"	""	"protein-coding gene"
"HGNC:171"	"ACVR1"	"activin A receptor type 1"	"SKR1|ALK2|ACVR1A"	"ACVRLK2"	"protein-coding gene"
"HGNC:172"	"ACVR1B"	"activin A receptor type 1B"	"ALK4|SKR2|ActRIB"	"ACVRLK4"	"protein-coding gene"
"HGNC:18123"	"ACVR1C"	"activin A receptor type 1C"	"ALK7|ACVRLK7"	""	"protein-coding gene"
"HGNC:173"	"ACVR2A"	"activin A receptor type 2A"	"ACTRII"	"ACVR2"	"protein-coding gene"
"HGNC:174"	"ACVR2B"	"activin A receptor type 2B"	"ActR-IIB"	""	"protein-coding gene"
"HGNC:44161"	"ACVR2B-AS1"	"ACVR2B antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:175"	"ACVRL1"	"activin A receptor like type 1"	"HHT2|ALK1|HHT"	"ACVRLK1|ORW2"	"protein-coding gene"
"HGNC:177"	"ACY1"	"aminoacylase 1"	""	""	"protein-coding gene"
"HGNC:24104"	"ACY3"	"aminoacylase 3"	"HCBP1|MGC9740|ACY-3|ASPA2"	""	"protein-coding gene"
"HGNC:179"	"ACYP1"	"acylphosphatase 1"	""	""	"protein-coding gene"
"HGNC:180"	"ACYP2"	"acylphosphatase 2"	""	""	"protein-coding gene"
"HGNC:186"	"ADA"	"adenosine deaminase"	"ADA1"	""	"protein-coding gene"
"HGNC:1839"	"ADA2"	"adenosine deaminase 2"	"ADGF"	"IDGFL|CECR1"	"protein-coding gene"
"HGNC:30713"	"ADAD1"	"adenosine deaminase domain containing 1"	"Tenr"	""	"protein-coding gene"
"HGNC:58882"	"ADAD1-AS1"	"ADAD1 and BLTP1 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:44550"	"ADAD1P1"	"adenosine deaminase domain containing 1 pseudogene 1"	""	""	"pseudogene"
"HGNC:44552"	"ADAD1P2"	"adenosine deaminase domain containing 1 pseudogene 2"	""	""	"pseudogene"
"HGNC:30714"	"ADAD2"	"adenosine deaminase domain containing 2"	"TENRL|FLJ00337"	""	"protein-coding gene"
"HGNC:58422"	"ADAD2-AS1"	"ADAD2 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:187"	"ADAM1A"	"ADAM metallopeptidase domain 1A (pseudogene)"	"ADAM1AP|FTNAP|PH-30a|Ftna|ADAM1P"	"ADAM1"	"pseudogene"
"HGNC:44366"	"ADAM1B"	"ADAM metallopeptidase domain 1B (pseudogene)"	"ADAM1BP"	""	"pseudogene"
"HGNC:198"	"ADAM2"	"ADAM metallopeptidase domain 2"	"PH-30b|PH30|CT15"	"FTNB"	"protein-coding gene"
"HGNC:209"	"ADAM3A"	"ADAM metallopeptidase domain 3A (pseudogene)"	"ADAM3AP|ADAM3|tMDCI"	"CYRN1"	"pseudogene"
"HGNC:210"	"ADAM3B"	"ADAM metallopeptidase domain 3B (pseudogene)"	""	"CYRN2"	"pseudogene"
"HGNC:212"	"ADAM5"	"ADAM metallopeptidase domain 5 (pseudogene)"	"tMDCII"	"ADAM5P"	"pseudogene"
"HGNC:213"	"ADAM6"	"ADAM metallopeptidase domain 6 (pseudogene)"	"ADAM6P|tMDCIV"	"C14orf96"	"pseudogene"
"HGNC:214"	"ADAM7"	"ADAM metallopeptidase domain 7"	"GP-83|EAPI"	""	"protein-coding gene"
"HGNC:56152"	"ADAM7-AS1"	"ADAM7, ADAMDEC1 and ADAM28 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:56153"	"ADAM7-AS2"	"ADAM7 antisense RNA 2"	""	""	"non-coding RNA"
"HGNC:215"	"ADAM8"	"ADAM metallopeptidase domain 8"	"CD156|MS2|CD156A"	""	"protein-coding gene"
"HGNC:216"	"ADAM9"	"ADAM metallopeptidase domain 9"	"MDC9|KIAA0021|MCMP|Mltng"	"CORD9"	"protein-coding gene"
"HGNC:188"	"ADAM10"	"ADAM metallopeptidase domain 10"	"kuz|MADM|HsT18717|CD156C"	""	"protein-coding gene"
"HGNC:189"	"ADAM11"	"ADAM metallopeptidase domain 11"	""	"MDC"	"protein-coding gene"
"HGNC:190"	"ADAM12"	"ADAM metallopeptidase domain 12"	"MCMPMltna|MLTN"	""	"protein-coding gene"
"HGNC:193"	"ADAM15"	"ADAM metallopeptidase domain 15"	"MDC15"	""	"protein-coding gene"
"HGNC:195"	"ADAM17"	"ADAM metallopeptidase domain 17"	"cSVP|CD156B"	"TACE"	"protein-coding gene"
"HGNC:196"	"ADAM18"	"ADAM metallopeptidase domain 18"	"tMDCIII|ADAM27"	""	"protein-coding gene"
"HGNC:197"	"ADAM19"	"ADAM metallopeptidase domain 19"	"MLTNB"	""	"protein-coding gene"
"HGNC:199"	"ADAM20"	"ADAM metallopeptidase domain 20"	""	""	"protein-coding gene"
"HGNC:20102"	"ADAM20P1"	"ADAM metallopeptidase domain 20 pseudogene 1"	""	"C14orf55"	"pseudogene"
"HGNC:43901"	"ADAM20P2"	"ADAM metallopeptidase domain 20 pseudogene 2"	""	""	"pseudogene"
"HGNC:43902"	"ADAM20P3"	"ADAM metallopeptidase domain 20 pseudogene 3"	""	""	"pseudogene"
"HGNC:200"	"ADAM21"	"ADAM metallopeptidase domain 21"	"ADAM31"	""	"protein-coding gene"
"HGNC:19822"	"ADAM21P1"	"ADAM metallopeptidase domain 21 pseudogene 1"	""	"ADAM21P"	"pseudogene"
"HGNC:201"	"ADAM22"	"ADAM metallopeptidase domain 22"	"MDC2"	""	"protein-coding gene"
"HGNC:202"	"ADAM23"	"ADAM metallopeptidase domain 23"	"MDC3"	""	"protein-coding gene"
"HGNC:203"	"ADAM24P"	"ADAM metallopeptidase domain 24, pseudogene"	""	""	"pseudogene"
"HGNC:206"	"ADAM28"	"ADAM metallopeptidase domain 28"	"eMDCII|MDC-Lm|MDC-Ls|ADAM23"	""	"protein-coding gene"
"HGNC:207"	"ADAM29"	"ADAM metallopeptidase domain 29"	"svph1|CT73"	""	"protein-coding gene"
"HGNC:208"	"ADAM30"	"ADAM metallopeptidase domain 30"	"svph4"	""	"protein-coding gene"
"HGNC:15479"	"ADAM32"	"ADAM metallopeptidase domain 32"	""	""	"protein-coding gene"
"HGNC:15478"	"ADAM33"	"ADAM metallopeptidase domain 33"	"DKFZp434K0521|dJ964F7.1"	"C20orf153"	"protein-coding gene"
"HGNC:16299"	"ADAMDEC1"	"ADAM like decysin 1"	"M12.219"	""	"protein-coding gene"
"HGNC:217"	"ADAMTS1"	"ADAM metallopeptidase with thrombospondin type 1 motif 1"	"C3-C5|METH1|KIAA1346"	""	"protein-coding gene"
"HGNC:218"	"ADAMTS2"	"ADAM metallopeptidase with thrombospondin type 1 motif 2"	"ADAMTS-3|hPCPNI|PCINP|ADAM-TS2|NPI"	""	"protein-coding gene"
"HGNC:219"	"ADAMTS3"	"ADAM metallopeptidase with thrombospondin type 1 motif 3"	"KIAA0366|ADAMTS-4"	""	"protein-coding gene"
"HGNC:40063"	"ADAMTS3-AS1"	"ADAMTS3 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:58811"	"ADAMTS3-AS2"	"ADAMTS3 antisense RNA 2"	""	""	"non-coding RNA"
"HGNC:58812"	"ADAMTS3-AS3"	"ADAMTS3 antisense RNA 3"	""	""	"non-coding RNA"
"HGNC:220"	"ADAMTS4"	"ADAM metallopeptidase with thrombospondin type 1 motif 4"	"KIAA0688|ADAMTS-2|ADMP-1"	""	"protein-coding gene"
"HGNC:221"	"ADAMTS5"	"ADAM metallopeptidase with thrombospondin type 1 motif 5"	"ADMP-2|ADAMTS11"	""	"protein-coding gene"
"HGNC:222"	"ADAMTS6"	"ADAM metallopeptidase with thrombospondin type 1 motif 6"	"ADAM-TS6"	""	"protein-coding gene"
"HGNC:59062"	"ADAMTS6-DT"	"ADAMTS6 divergent transcript"	""	""	"non-coding RNA"
"HGNC:223"	"ADAMTS7"	"ADAM metallopeptidase with thrombospondin type 1 motif 7"	"ADAM-TS7|DKFZp434H204"	""	"protein-coding gene"
"HGNC:49407"	"ADAMTS7P1"	"ADAMTS7 pseudogene 1"	""	"ADAMTS7P2"	"pseudogene"
"HGNC:49409"	"ADAMTS7P3"	"ADAMTS7 pseudogene 3"	""	""	"pseudogene"
"HGNC:49410"	"ADAMTS7P4"	"ADAMTS7 pseudogene 4"	""	""	"pseudogene"
"HGNC:56992"	"ADAMTS7P5"	"ADAMTS7 pseudogene 5"	""	""	"pseudogene"
"HGNC:224"	"ADAMTS8"	"ADAM metallopeptidase with thrombospondin type 1 motif 8"	"METH2|FLJ41712|ADAM-TS8"	""	"protein-coding gene"
"HGNC:13202"	"ADAMTS9"	"ADAM metallopeptidase with thrombospondin type 1 motif 9"	"KIAA1312"	""	"protein-coding gene"
"HGNC:40625"	"ADAMTS9-AS1"	"ADAMTS9 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:42435"	"ADAMTS9-AS2"	"ADAMTS9 antisense RNA 2"	""	""	"non-coding RNA"
"HGNC:13201"	"ADAMTS10"	"ADAM metallopeptidase with thrombospondin type 1 motif 10"	"ADAM-TS10"	""	"protein-coding gene"
"HGNC:58599"	"ADAMTS10-AS1"	"ADAMTS10 antisense RNA 1"	""	""	"non-coding RNA"
"HGNC:14605"	"ADAMTS12"	"ADAM metallopeptidase with thrombospondin type 1 motif 12"	""	""	"protein-coding gene"
"HGNC:1366"	"ADAMTS13"	"ADAM metallopeptidase with thrombospondin type 1 motif 13"	"VWFCP|TTP|vWF-CP|FLJ42993|MGC118899|MGC118900|DKFZp434C2322"	"C9orf8"	"protein-coding gene"
"HGNC:14899"	"ADAMTS14"	"ADAM metallopeptidase with thrombospondin type 1 motif 14"	""	""	"protein-coding gene"
